WorkflowId,Workflow
C76E8767-1CBC-482C-B3EF-189A14215582,Start --> Order Update --> End
D3134F4C-1271-489B-A981-18A4011B7A04,Start --> Product Add
193A6D6B-831F-49DF-BFA3-18A546337F3E,Start --> Magento --> Mapper --> SAP B1 --> End
BCB708EA-B268-4769-8864-18AAE2D16834,Start --> Magento --> Mapper --> SAP B1 --> End
BB7F2ABA-D75E-44A8-9BC6-18B34457199F,Start --> Salesforce --> Mapper --> Sage300 --> End
28850021-AF55-4B9F-AC14-18B3BA553989,Start --> Shopify --> Mapper --> Magento
3FFB8662-B2D3-4D01-BC7A-18B6331B91F2,Start --> Order Add --> End
620B16F2-B4CA-405A-8AF2-18B67295B9C6,Start --> Magento --> Mapper --> SAP B1 --> End
AF819A69-ADB4-4275-83BC-18BBB20C97AF,Start
2B9DC9DC-A4DB-448E-9173-18C1D70810D0,Start
882DD19C-9227-4EF6-8E9A-18CF98915A9D,Start --> Salesforce --> Mapper --> Sage300 --> End
DA0A17BB-A96F-4A50-91E6-18D859B81846,Start --> SAP B1 --> Mapper --> Magento
BD72BCB0-D6E9-4AC5-92DB-18D8CFBFD1EA,Start --> Customer Add  --> End
E91AF650-59FB-41DE-8654-18D935748AC4,Start --> WooCommerce --> Mapper --> Shopify
34899B08-C76A-40E9-9F3A-18E1F536DE1C,Start --> Customer Add --> End
018033B3-F845-4E42-BF7A-18E8B13F7B7E,Start --> Magento --> Mapper --> SAP B1 --> End
860B0F6D-0EB9-4E2C-AD93-18EB161635A5,Start
9F91DFBC-DD93-4075-B09D-18FEDBB97111,Start --> Magento --> Mapper --> SAP B1
26288C21-91D7-4921-B611-190328EB8C43,Start --> Shipment Add
BF0801BD-DFB7-4C8B-8FC7-190D7B0BC0DC,Start --> SAP B1 --> Mapper --> Magento --> End
E2F3CFB8-3C1B-487B-B8E0-191403A8E981,Start --> Shopify --> Mapper --> SAP B1
0A5B7E45-478F-4ED0-8E31-191BC4DFABE6,Start --> Dynamics  NAV or BC --> End
A7CE5490-632F-476A-8694-191BFD559CA1,Start --> Inventory Update
CE9EB45E-C1B1-4B1E-A604-191C4E69F7C0,Start --> Invoice Upload
54C494DC-0071-401D-BD55-1923B2AB5604,Start --> SAP B1 --> Mapper --> Magento --> End
945C9389-6B43-47E4-9F8A-192517CA66CC,Start
033B8A7B-A0FE-4249-970A-1927EEEB43DA,Start --> Inventory : Update --> End
F0F34637-F868-4BD0-96E6-19479A388A9E,Start
14B6E79B-5A3F-4FDA-B1BA-19498DF7DF95,Start --> Shopify
B4D8D667-5356-4078-BC33-194AD2C0829C,Start --> WooCommerce --> Mapper --> ZohoRecruit
29C41666-7796-40ED-8D2E-194CA3BB8D46,Start --> Magento --> Mapper --> Decision --> Shopify
04BC5D90-4C78-4321-A851-194D48B7C872,Start
EB98E371-EE4E-45B9-873A-194F4D476CE3,Start --> Shopify --> Mapper --> SAP B1
98285195-3CD9-4836-8982-195F7753F766,Start --> Order : Add --> End
05387647-ED76-482E-81AC-1965E29567C0,Start --> Magento --> Mapper --> Shopify
C1C73A1B-BD93-4453-A58C-19672AE67E42,Start --> Business Partner : Add --> End
F167C866-E789-4328-973D-196C4A831F4B,Start
31E777BF-3A79-4F75-89FF-1978B6856B3B,Start --> A/R Invoice Add --> End
2DCEBC41-2C4D-4B94-B6FB-1989504750AC,Start --> Credit Limit Update --> End
C77AC691-D681-4F37-8C3E-198F9E789368,Start --> Magento --> Mapper --> SAP B1
CCC98FDD-7CE5-4E73-AAE5-19930BD76A3A,Start --> Magento --> Mapper --> SAP B1
BED4AAC4-1FD2-4582-B88C-199AA5022CAC,Start --> SAP B1 --> Mapper --> Magento --> End
088E0E14-3911-44EC-91DC-199C747E8F39,Start --> Master Data Add [Attribute] --> End
B00AA3AD-CF58-4FAA-9AA8-19ABD5E02626,Start --> Magento --> Mapper --> Shopify
333910F1-9F79-4962-BB0B-19ADDFD737E3,Start --> Magento --> Decision --> Mapper --> SAP B1 --> End
467D1E33-E553-481D-A683-19AE5C73FDAF,Start --> SAP B1 --> Mapper --> Magento --> End
68501094-6FB7-4B2A-B0F6-19B031CF6241,Start --> Invoice : Add
DDA6EF29-9F30-46FE-A2F8-19B911EDCA9F,Start --> Shopify --> Splitter --> Mapper --> Merger --> SAP B1
0C093391-9B15-47ED-95DC-19BDEA8C5D77,Start --> QuickMocker --> Mapper --> Webhook
1690C146-E4B7-47AB-BB4F-19C29DB5B394,Start
B8778358-296B-46D4-A30B-19C607EE6E53,Start --> Simple Product Update --> End
DADE849B-F2A2-4EE5-B92D-19C66ABC2021,Start --> Magento --> Mapper --> SAP B1
B66462CF-3C56-4A85-82A8-19C92CEEF12F,Start --> API Key One --> Mapper
FFAE6AF4-2324-468B-B110-19CB2C4DF7C1,Start --> BASIC AUTH WOOCOMMERCE CUSTOM APP --> Mapper --> Basic Authentication POST App
4CC38CCD-0CE6-4BE0-B4AF-19CBA2C08490,Start --> Magento --> Mapper --> SAP B1 --> End
53700EEB-4542-44F9-A4A9-19D562246EF8,Start --> HubSpot --> Mapper --> Dynamics 365 NAV
D0EAF5BE-E3D9-4783-9658-19E540D5BF44,Start --> Magento --> Mapper --> Shopify
EE16FA52-4189-4290-8BCD-19F294579822,Start --> Magento --> Mapper --> SAP B1 --> End
6CB1F076-2003-4D70-B962-19F5A14FFD43,Start --> SAP B1 --> Mapper --> Magento
9B543041-00ED-45E5-91DD-19FEEAE18B27,Start --> WooCommerce --> Mapper --> Priority --> End
14F041D6-2A5A-4C92-A41D-1A04937071DE,Start --> Attribute Set --> End
D52EB089-3EE4-402B-8D2D-1A05AAD44B47,Start --> Magento --> Mapper --> Shopify
08CF87A7-88CD-4C5E-93F3-1A1166B1E630,Start --> Web Item Master Data Add [Simple Product] --> End
B05A364D-DB0E-44FB-94B5-1A166E8F9510,Start --> Magento --> Mapper --> Dynamics 365 CRM --> End
C6DB7D6A-BC75-4BC0-A9E7-1A16F40A6AB5,Start --> Magento --> Mapper --> SAP B1 --> End
4A00C57B-BF52-4392-99E3-1A2155A33007,Start --> Shopify --> Mapper --> Lightspeed
BA2E3A8A-8136-4AA7-8D51-1A27C4A60D6C,Start --> Magento --> Mapper --> Shopify --> End
1D940CFD-8492-471D-A07A-1A2FC182FFA1,Start --> SAP B1 --> Mapper --> Magento
6166087D-3F7D-43D4-A76B-1A30713451AC,Start --> Business Partner : Add --> Contact Person Update --> End
03370D5F-84F2-4312-B67A-1A331D3863CA,Start --> Customer Update
D69F31D9-4E86-4B82-8D74-1A34AAB2DC06,Start --> WooCommerce --> Mapper --> SAP B1
C8F0304B-83C4-40E2-A749-1A3990E729C1,Start --> Shopify --> Mapper --> WooCommerce
18260BE8-76F9-432E-858E-1A3C28268217,Start --> Magento --> Mapper --> SAP B1
1DED6446-E13A-43AB-AF07-1A430E6D0292,Start --> Magento --> Mapper --> Shopify
3365FF44-F056-4C44-9A9D-1A447A82A908,Start --> Bigcommerce --> Mapper --> Dynamics 365 NAV --> End
253EECFD-DA56-4800-B186-1A5272F9251C,Start --> Shopify --> Universal FTP
DC1D2C79-AFE3-4264-AAD8-1A544AEB325C,Start --> Shopify --> Mapper --> SAP B1
9993EB0A-E4AF-4754-AE4D-1A59543B5DD5,Start --> Accounts Add (Deals)
B0C81617-9F1F-48D4-8DBF-1A5D006F5C2D,Start --> SAP B1 --> Mapper --> WooCommerce --> End
44EE0727-F5E3-4FCB-AA8A-1A63B285CDA0,Start --> Customer Sync --> End
0EBB83D7-BC23-4965-BAF8-1A644FA35FFF,Start --> Lightspeed --> Mapper --> Shopify --> End
92002150-882F-4786-86C3-1A7ACDDEDCC8,Start --> Magento --> Mapper --> SAP B1
24E0DF9D-D59F-4DE1-9C47-1A805B0A70D7,Start --> Product Add --> End
2D335B2F-A491-45DC-83AE-1A807A7B2A45,Start --> Magento --> Return Response
E0C03496-A349-4B88-99C5-1A82DC8BAD9F,Start --> Magento --> Mapper --> Dynamics  NAV or BC --> End
BC93C16F-4480-4A6B-9AEC-1A84D51756AD,Start --> Shopify --> Mapper --> SAP B1
E7029059-ECB8-4B30-B845-1A856EF706AB,Start --> Magento --> Mapper --> Shopify
75697641-578C-4455-B514-1A8DA3C546A7,Start --> Magento --> Mapper --> SAP B1
E08B7131-EBF3-4200-ADAD-1A9A3A332A44,Start --> Shopify --> Mapper --> WooCommerce
3D34894F-3FA3-4C41-92CD-1A9B21492EA6,Start --> Simple Product Add --> Product Response Sync
BD355C64-F28D-45B1-90F0-1A9DF0388F8B,Start --> Magento --> Mapper --> Shopify
B0EEC56C-B138-4F9B-B69E-1AAA0618A0AE,Start --> MagentoClone --> Splitter --> Mapper --> Merger --> Shopify
71F608B6-F0B1-4C34-85B7-1AB30949F507,Start --> Phopify --> Mapper --> Splitter
4FE1A8E3-3494-4B83-91BA-1AB9C7539DCA,Start --> Magento --> Mapper --> Shopify
8CB76F60-69E0-480A-A7B3-1ABAB5AAEC4C,Start --> SAP B1 --> Mapper --> Magento
B9FB0806-5FF0-4FA8-A726-1ABD53BC9B44,Start --> Customers Add --> End
230EEAAF-E59D-41A5-B403-1AC795BA780A,Start --> Magento --> Mapper --> Shopify
7712D801-D23A-4883-891B-1AD3CE8C10BE,Start --> SAP B1 --> Mapper --> Magento
B4436E09-C8B4-46FA-97A3-1AD893E5DDDE,Start --> WooCommerce --> Mapper --> SAP B1 --> End
6CD52B1E-E376-4CC4-A26D-1ADAA982B492,Start --> Order : Add
DBE52795-19D5-41BF-91EA-1ADBCC7A3745,Start --> Customer Add  --> Order Add --> Order WebId add to OrderHeader --> End
1EC71C43-3584-4179-9EF8-1ADDC983ADEE,Start --> Zoho Books --> Mapper --> Dynamics  NAV or BC --> End
03280E3C-346A-4AC8-82AF-1AE0A8AB6A4C,Start --> Magento --> Mapper --> Shopify
44001847-ED8D-482D-A7C9-1AE3F3631FD1,Start --> Shopify --> Mapper --> SAP B1
17278A30-16BA-41E6-8284-1AE6698357B0,Start --> Item Master Data Update --> Item Response  Update [UDO] --> End
5EC3BAD6-1D72-432B-B164-1AEFC7F61A52,Start
86B4D57D-27C1-4B46-B79A-1AF08CCBBBAE,Start --> Item Master Data Update [Downloadable Product] --> End
69DDC890-FAFF-42E3-90AB-1AFC9FCC4F9A,Start --> Customer Address Add --> End
E7D70B5E-F901-4AB9-BBCE-1B11F0BC83C9,Start --> Magento --> Mapper --> Shopify
10984B92-4FBF-49F4-9913-1B1324C96809,Start --> Special Price Sync (BP specific) --> End
EC997271-35EF-409E-A91A-1B175759F1F6,Start --> Category Update --> End
9BD66DBE-C7EF-4503-9629-1B221ABFAA50,Start --> SAP B1 --> Mapper --> Magento
01E5C8E8-1404-4782-B28A-1B23569EC53D,Start --> Business Partner Add
646F7DF0-3BD1-494B-B5A6-1B32AE672CCE,Start --> Customer Add  --> End
D6C220D8-094A-4CB9-9865-1B39E6291246,Start --> Shopify --> Mapper --> Insightly_suvam
D46636C9-C471-4EB2-8003-1B45A274F97A,Start --> Variant ID Update --> End
E877BEEE-11A5-4B39-B051-1B4FF7DAD4CD,Start --> Shopify --> Mapper --> Magento
637942E2-422D-4DD3-A8DC-1B4FFC2D1275,Start --> Shopify --> Splitter --> Mapper --> Magento
0B0644D8-1045-4552-A502-1B50473CDE2E,Start --> Magento --> Mapper --> SAP B1
BA9F39B2-170A-4D62-8102-1B52E98B0092,Start --> Magento --> Mapper --> Dynamics 365 NAV
9C79421E-9FC0-4F8B-BF9A-1B5B043E0104,Start --> Dynamics  NAV or BC --> Mapper --> Shopify
0915A4AD-6731-4B0A-833D-1B61F262BE90,Start --> Magento --> Mapper --> SAP B1
101458F9-0AC2-4EE6-9CD5-1B796ADF8AA3,Start --> Government  Response --> End
CA614411-1F01-457E-945F-1B85B0286B41,Start --> WooCommerce --> Mapper --> SAP B1
D73BCBA0-B33A-4201-9E0A-1B86C1FD59E0,Start --> SAP B1 --> Mapper --> Magento --> End
0AE85A18-38D8-4FEF-A791-1B8855395C0A,Start --> Shopify --> Mapper --> Uniconta
7693CF65-A4E9-4EA3-9F49-1B91F67CB21C,Start
61C9AED7-8482-4F54-A83C-1B94DC01BB2E,Start --> Shopify --> Mapper --> SAP B1
E69AE6D8-6281-433F-BB3D-1BB24B85D486,Start --> PeopleHR --> Mapper --> SAP ByDesign
0BC24D03-2B30-473C-B289-1BB81834A31C,Start --> Customer Add
08BCBF8B-0699-46DC-9FC4-1BB98D31B606,Start --> Incoming Payment Add [DI API] --> End
D1F8ECA0-C0D5-420D-9B4C-1BD4CD1F2814,Start --> Product response add  --> End
920A58E7-7284-4FF3-9AC0-1BD584744548,Start --> Magento --> Mapper --> SAP B1
17853D8B-275B-4365-8B8B-1BD9B1D1C32F,Start --> WooCommerce --> Mapper --> Magento
A9E71B06-07AE-4023-A0A6-1BE47A3DDBA4,Start --> Simple Product Add --> Configurable Product : Update --> End
B7CD7A49-7C3E-482B-BD40-1BEE1EA3A44A,Start --> A/R Down Payment Invoice Add [CC Payment] --> End
26FFC948-C79A-4585-BC24-1BF0F2D35DC4,Start --> Item Update --> End
EC8982DA-68DB-41C2-83DC-1BF67BCAEA5D,Start --> Magento --> Mapper --> Splitter --> Merger --> SAP B1
173951F5-5515-495C-ADAF-1BF80CD37D55,Start --> Sage300 --> Mapper --> WooCommerce --> End
8714B84A-8C95-4D24-8272-1BFDE862F941,Start --> Shopify --> Mapper --> Magento
72F40EAB-FE53-4022-AC01-1C07C668EB86,Start --> Product Add
85D7959D-B13C-4954-83F6-1C0A9FC2FE5F,Start
135289FA-A196-4A00-97EE-1C171BDED8B9,Start --> Customer Add [Order API] 
399C53A0-3746-4310-A9E4-1C173FD48EF4,Start --> Magento --> Mapper --> Shopify
B798BCDC-0FE7-4B72-A58A-1C1CEC82A23A,Start --> SAP B1 --> Mapper --> WooCommerce --> End
D57845EA-0839-4788-BA1B-1C23886D6078,Start --> SAP B1 --> Mapper --> HubSpot --> End
58328915-A57F-4FA8-99F4-1C3961ADEA73,Start --> Product Price Update
88B1E644-D2F1-41A9-B442-1C42F9DF6ABD,Start --> Sales Order Add --> End
771F84C2-2F11-40B0-A2B9-1C4D444F6101,Start --> Item Master Data Add [Simple Product]
C9CDC286-7D6D-4EC2-9745-1C5CCD4852DA,Start --> SAP B1 --> Mapper
6CD59AF9-2786-46ED-AA13-1C632F12A1B6,Start --> Shopify --> Mapper --> SAP B1
A6293A1B-620F-4F64-B54F-1C6411CBB059,Start --> Master Data Add [Attribute Options] --> End
3E8FBE3D-6B65-4D1B-AB43-1C66E654513F,Start --> Shopify --> Mapper --> Magento
7B2098A7-7B96-4D2B-A6D5-1C69F040986A,Start --> Magento --> Mapper --> WooCommerce
D5E38141-3AE7-49D1-B8BE-1C6F4B1428FA,Start --> WooCommerce --> Mapper --> Shopify
7BF641B0-F524-48CC-BC4E-1C750ADD6BE1,Start --> SAP B1 --> Mapper --> Magento --> End
0BB424E5-5D1E-4963-803C-1C798966AD80,Start
E2C81BF4-F138-45BE-8CB0-1C857E2280A3,Start --> Magento --> Mapper --> SAP B1
8197FE98-B0F3-4063-984A-1C85937A1726,Start --> Magento --> Mapper --> SAP B1 --> End
DCFBCD67-3C90-4302-867B-1C86BFA8A9FB,Start
2D9FABEE-0B8B-4D1C-A425-1C87D9CEDBC6,Start --> Magento --> Mapper --> SAP B1
78AAB3A3-0F72-4EDB-80C3-1C8CE53E2561,Start
11814D65-D785-4A48-B4FE-1C93E5D82253,Start --> UserApp
72AE6217-1CF3-4CE8-B291-1C951664D508,Start --> Business Partner Add --> Sales Order Add --> End
63F8E463-A83B-4D8F-834D-1C9DA5BDC3D0,Start --> Multivende --> Mapper --> SAP B1
749D21A8-8E84-4C4A-B5A1-1CAC5A98A494,Start --> Magento --> Mapper --> Dynamics  NAV or BC --> End
20527DEC-2E93-428A-90FA-1CB0870220A0,Start --> Magento --> Mapper --> Shopify
7FF106EF-4A44-4D84-A96C-1CB245ED480F,Start --> Contact Person Sync Process New --> End
7F86C587-A8BD-4252-B404-1CB4E60E0366,Start --> Lightspeed --> Mapper --> Shopify
5945C9F3-1B9F-48FB-B2CF-1CB971F56DF6,Start --> Simple Product Add
8151F48A-CD97-4F81-BA9E-1CBDAF743392,Start --> Magento --> Mapper --> SAP B1
03B299FA-2A63-432F-A15D-1CCCB1C13C6A,Start --> Magento --> Mapper --> Shopify
6230D646-7DFC-49D3-B777-1CCEB45ED2E4,Start --> Magento --> Mapper --> SAP B1
07BC3E3B-4348-43C6-AE12-1CD1B52F1EF6,Start --> SAP B1 --> Mapper --> Magento
92237D7B-F914-4D64-ADC6-1CD29EB750B7,Start --> Magento --> Splitter --> Mapper --> Merger --> Shopify
FAD49C09-76E7-4071-9AC4-1CD3FAC6D370,Start --> WooCommerce --> Mapper --> Dynamics 365 CRM
19B5273A-C9C1-48F1-84FD-1CDEA5A0B353,Start --> Magento --> Mapper --> Decision --> Universal FTP
7CDE8256-5A63-4290-B241-1CE7D9322E2E,Start --> Magento --> Mapper --> SAP B1 --> End
35050D94-1B73-41F0-B7E2-1CEF0A3055C9,Start --> Product Add
C1E07603-F37C-4912-86CE-1CEFCAD83157,Start --> Business Partner : Add
0198C3C5-1A21-478E-8FF4-1CFB7A9624D6,Start --> Magento --> Mapper --> Shopify
92570772-BB94-4421-B527-1CFC3B0E08A3,Start --> Magento --> Mapper --> SAP B1
56A8899E-AABE-44D1-8D85-1CFDA2371FF2,Start --> Customer Download --> End
5CCBB527-DD6A-4C2D-84DF-1CFF50504504,Start --> Magento --> Mapper --> Shopify
4E5EB9CF-28D0-4B02-AEA9-1D0498F5AEB6,Start --> Products Sync to APPSeCONNECT DB
F349C182-29D0-4430-AD22-1D0C2CDFADC7,Start --> Customer Update --> End
E19A4EC8-B6A5-4D80-81EA-1D0F14DC4ACE,Start --> Shopify --> Mapper --> SAP B1
AF680667-3708-42DC-92DC-1D2634DA0478,Start --> Magento --> Mapper --> WooCommerce
44A8633A-5E05-4DE7-89D4-1D2A8328B141,Start --> Shopify --> Mapper --> SAP B1
D6BBC2B1-9A88-45A9-B41B-1D36DAAE9ED8,Start --> Shopify --> Mapper --> SAP B1
91410C0E-4673-4821-AB61-1D3908FC2DF6,Start
7BFC1380-6ECD-43B2-84FD-1D3BB1CEA11F,Start --> Magento --> Mapper --> Shopify
31B1B682-7488-4E45-964E-1D3E7C41BD47,Start --> Magento --> Mapper --> SAP B1
C95A7E17-DCDF-4664-BC0E-1D40466492C6,Start --> Order Add --> End
C83E2CE2-580F-4FDF-A6C2-1D4154AC0E03,Start --> Magento --> Mapper --> Shopify
624338AA-83D0-445B-86DD-1D4644F35EE5,Start --> Combination Product Add --> End
9F97C5EB-FBED-49D8-8372-1D46EE51CFB9,Start --> SAP B1 --> Mapper --> Magento
A37272CE-77F2-4266-87FC-1D472865E192,Start --> Shopify --> Mapper --> Dynamics  NAV or BC
BE21B7B2-2FC7-4448-AE6C-1D4AB8EE91DC,Start --> Magento --> Mapper --> Shopify
6C8C489C-8066-4C31-A1F8-1D4E188696D4,Start --> Magento --> Mapper --> Shopify
5459A603-0C8D-4346-AC21-1D4F985876FB,Start --> HubSpot --> Mapper --> SAP B1
FE33A5B0-802C-4A28-BD55-1D4FB2968437,Start --> Magento --> Mapper --> Shopify
70BA878B-15CD-42E3-B366-1D5206AAE694,Start --> Magento --> Mapper --> SAP B1 --> End
30EC1776-BDC2-48EA-A4DB-1D53BC86A91B,Start --> Magento --> Splitter --> Mapper --> WooCommerce
44FEE748-A75A-4FA8-B028-1D5B8343D54C,Start --> A/R Down Payment Invoice Add --> Incoming Payment:Add (Customize)
F1B809C7-B900-4300-9CF8-1D67A706E02A,Start --> WooCommerce --> Mapper --> Shopify
C9F99EE4-24CE-40E4-B480-1D690461B730,Start --> Magento --> Mapper --> SAP B1 --> End
4FBC3295-8225-40CE-9839-1D72C44B3966,Start --> SAP B1 --> Mapper --> Magento
334ECC18-691E-4F3D-A4A2-1D79AF74B50F,Start --> Draft Sales Order Add --> Draft Order Status Update
503045FA-2181-431B-B2AD-1D7DED642C81,Start --> Sage300 --> Mapper --> Dynamics 365 CRM --> End
254D03AD-8BD6-4A48-8170-1D819DDA2010,Start --> SAP B1 --> Mapper --> Magento --> End
8C4FDD89-7D0F-4661-BE5E-1D88EC6ECFE0,Start --> SAP B1 --> Mapper --> Magento --> End
A656AB13-6483-4E61-9D11-1D8D9C4B3739,Start --> Product Upload --> End
B8D1FE06-8E9E-437D-A442-1D9029BCE443,Start --> SAP B1 --> Mapper --> Magento
DAA75ADC-D4A6-4533-A1CF-1D95268AF09A,Start --> Shopify --> Mapper --> Magento
85689C32-AB0E-479C-8DB5-1D98C1289C7F,Start --> Bearer Token two --> Mapper --> Shopify
163E2381-C027-40AD-B716-1D9F8529B844,Start --> Shipment : Add --> End
F30F1C31-9714-4B39-9E40-1DA3655C7592,Start --> Magento --> Mapper --> Shopify
76DAF089-93B0-45F8-A99C-1DB50BBADB32,Start --> SAP B1 --> Mapper --> Magento --> End
8B22D95E-1D10-455C-B61E-1DB99DDDF009,Start --> Magento --> Mapper --> SAP B1
E957F292-2CEF-4B47-803F-1DBB52DF420F,Start
5B70FB46-6F9C-4F9B-BC2A-1DBFA25A471D,Start --> Magento --> Mapper --> Shopify
9903252D-3233-435D-A652-1DCE26477582,Start --> Product : Add (without variants)
2D5718B4-CC66-40C4-8518-1DCE60892A77,Start --> Magento --> Mapper --> SAP B1 --> End
8CB26123-C02F-4D48-B054-1DD0383F42B2,Start --> Accounts Add (Deals)
4FAF0103-57F6-491C-886F-1DD5931E94D6,Start --> Magento --> Mapper --> Shopify
5D50EC83-3DF1-451F-B738-1DDC9B5DE94A,Start --> Zoho Subscription V2 --> Mapper --> Splitter --> APPSeCONNECTApp
16CFB2FF-92FB-4859-9346-1DEB8C9A8E24,Start --> OAUTH2Expensive App --> Mapper --> Shopify
415BD2B7-9E7D-4D1D-9415-1DEBA527BE97,Start --> Shopify --> Mapper --> SAP B1
9C577785-801A-4B0C-8840-1DED3918AD39,Start --> Magento --> Mapper --> SAP B1
71A7A847-87ED-4BB0-A810-1DF0EC416850,Start --> Magento --> Mapper --> Shopify
5AC2CF46-2D2E-4284-9914-1DF13C7AEAD4,Start --> Inventory Update --> End
ED5ED846-80BC-4B46-B482-1DFEA0B6CAE0,Start --> Magento --> Mapper --> Zoho Subscription V2
7194E998-4930-4938-B53B-1DFEF723795D,Start --> Priority --> Mapper --> Shopify --> End
A8CD46E4-1DF4-487A-B8DE-1E0266AB276F,Start --> Magento --> Mapper --> WooCommerce
CDAE01FB-DC9F-47A5-844E-1E02DC3FC9DE,Start --> Salesforce Quotation Response for Syspex --> End
92AAC7A9-E1FB-4A92-B4A1-1E052AD7D402,Start --> HubSpot
74DE9044-4129-4F40-B3B6-1E0C8349DE0F,Start --> Magento --> Splitter --> Mapper --> Merger --> Shopify
E768CB4A-38D7-4958-9FD1-1E0CD58246BC,Start --> Dynamics 365 NAV --> Mapper --> Shopify
50F3D2F8-04BF-4C7B-A0EB-1E0CDB605371,Start --> Lightspeed --> Mapper --> Shopify
0F705C5D-90C9-4953-8F01-1E19A5A3D8AF,Start --> Shopify --> Splitter --> Mapper --> SAP B1
B2C08602-CD50-43F1-9D91-1E1DC48B2F89,Start --> Invoice Add --> End
25C3CE45-84A4-46EC-A5DF-1E209CAEB593,Start --> SAP B1 --> Mapper --> Magento
C14CDF30-270E-422E-A7EC-1E269881C331,Start --> Magento --> Mapper --> SAP B1
EB08D5A4-F7B2-4FBE-B904-1E2DB3B1E11B,Start --> Magento --> Mapper --> SAP B1
04B5E4B1-0282-4ED8-B706-1E2DBBB8B930,Start --> Magento --> Mapper --> Shopify
1F7C9434-DA5D-43FD-8A29-1E305B552F58,Start --> SAP B1 --> Mapper --> Magento
992137CB-F993-4662-88B6-1E3117926108,Start --> Shopify --> Mapper --> WooCommerce
B952C9CB-2384-4300-8D3B-1E32509267D8,Start --> Magento --> Splitter --> Mapper --> Merger --> SAP B1 --> End
16377898-5653-4C2A-B7B5-1E37839D7697,Start --> Dynamic Cred --> Mapper --> Shopify
42DCE1B3-4337-4783-916A-1E3AD916C7C5,Start --> Simple Product : Add
288070D2-3ED7-4E54-8E8B-1E3EDE431F0B,Start --> Magento --> Mapper --> Decision --> WooCommerce
F83F5483-4AB1-4457-862A-1E4006CD56DF,Start --> Pricelist Specific Special Price upload
B07A352E-420F-4306-9CBA-1E430BFD322F,Start --> Salesforce --> Mapper --> Sage300 --> End
06B66793-44D2-496F-8248-1E4D300FA62C,Start --> Magento --> Mapper --> Sage300
CD0F26B0-147C-4282-8EC4-1E597FDA4237,Start --> OAUTH2Expensive App --> Mapper --> POST in API Key Bigcommerce
737B4F7C-1A28-4A13-A68F-1E5D0D426415,Start --> Magento --> Mapper --> Shopify
028FC426-E0FF-4DF9-8837-1E6A9E444B70,Start --> Incoming Payment Add --> End
F46D85BB-4CBD-410B-8B1F-1E6C833722D8,Start --> Mopify --> Mapper --> Magento
A0716FFE-0D9D-4270-A95C-1E72341DD713,Start --> Amazon Vendor Central --> Mapper --> EBay
69C065FF-0445-4140-B867-1E72AF651D24,Start --> Shopify --> Mapper --> Zoho Books
AF18A697-872C-4C2B-B674-1E757CCEEA93,Start --> Shopify --> Splitter --> Mapper --> Merger --> SAP B1
2C8D2C10-28D6-4185-9827-1E79147A7A87,Start --> Shopify --> Mapper --> Dynamics 365 NAV
0982A1A9-7579-4423-B90C-1E8A4E4B5536,Start --> Sales Order Add --> End
28649E02-2827-401D-8371-1E8E9817DE2A,Start --> Magento --> Mapper --> Shopify
254E141B-CB4B-4A33-89A1-1E9319711B9F,Start --> Amazon --> Mapper --> Dynamic AX
BD25BBC1-94B2-4D21-835D-1E94A33BFA47,Start --> Simple Product Add
98AB4097-50B8-4AB5-B77A-1E97EE6520D3,Start --> Magento --> Splitter --> Mapper --> Merger --> Shopify
3B221F9C-2F5A-4EEB-B3FE-1E9BAB73E584,Start --> A/R Downpayment Invoice --> End
277E7992-CA61-4C2D-B20B-1EA34B330994,Start --> Dynamics 365 CRM --> Mapper --> Microsoft Teams
737B681B-C077-4453-A8D9-1EA8A9F577D8,Start --> Magento --> Mapper --> SAP B1
07955F91-59D9-4EB9-825E-1EAAE26FE6A5,Start --> Customer Add
F47B154E-7157-4E1D-85D4-1EAC76591922,Start --> Magento --> Mapper --> Shopify
46A47B0F-9E54-4708-8888-1EB94D8B331B,Start --> Magento --> Mapper --> WooCommerce
17F398BD-103D-4330-8407-1EBB4B9076B3,Start --> Master Data Add [Attributes] --> End
6DD4BBD7-70B5-4C30-9F74-1EC53AE6ACF7,Start --> Magento --> Mapper --> SAP B1 --> End
5082317F-004C-4F2A-8F14-1ED7A74DD849,Start --> Magento --> Mapper --> Shopify
53DACB41-CF45-41B3-A135-1EE440871A9A,Start --> Sales Order Add --> End
6E6B4A93-D17B-41D4-8E87-1EEF9877ED1A,Start --> Magento --> Mapper --> SAP B1 --> End
070CBCD7-16E8-4B10-836A-1EF2047CF0A2,Start --> Account Add
53DC923F-58FC-41A5-BB17-1EF418AB3D14,Start --> Product : Add --> End
D9BDCBAD-E8CE-4193-87B4-1EFB29420C20,Start --> SAP B1 --> End
1533DC33-79E1-4D42-8473-1EFEC7961F5E,Start --> Magento --> Mapper --> SAP B1
B491E445-936F-4B53-B30A-1F15DA1496AC,Start --> SAP B1 --> Mapper --> Magento
37EBDA5C-AC70-49CC-BA3E-1F227C608AA0,Start --> Shipment Add --> End
28DB6BDB-227E-43DA-AA34-1F2CBB0ACFE2,Start --> Bearer Token two --> Mapper --> API Key Shopify
AC8FB5B0-0DD9-4F1F-8C52-1F306EAEDF73,Start --> WooCommerce --> Mapper --> SAP B1
